text,label
@stock any panic surge higher start short entries and save for red bar risky but timing top on next move is good scaling start for short,-1
new blog post momentum monday @stock dip buyers missing the market mojo,1
@stock osing mkt share to @stock @stock now and looking for much lower prices will miss earnings too,-1
affy un to dobe continues,1
@stock in the @number puts for @number @stock is crashing,-1
green weekly monthly triangle on @stock scaling down,-1
@stock nice bullish consolidation could pop soon,1
@stock which two casino corporate jets landed this morning at @stock from mccarren which two aw firms jets landed at @stock from dulles,1
gap down opening for sensex nifty as coronavirus continues to batter global markets http,-1
i showed this @stock on friday with the upside orange dot traget at @number hit that this morn now red dot,-1
the @stock @stock line moves up it means nv@stock@stock is being accumulated bought,1
@stock added @number @number risk of bankruptcy abating not out of the woods yet more work remains adding if thesis benchmark met american apparel,1
took some profits off @stock will add if breaks @number on volume,1
@stock looking pretty,1
@stock some perspective,1
mako this could get going today,1
@stock to double investment in mobile analysis of @stock broader mobile movement,1
@user @stock simplest answer is the right one occam razor why apple keep going to south no buyers until turn around of some sort,1
@user @stock for a quick trade to late but for investing @number @number is a good entry point @stock,1
@stock still taking a breather still above first support good place to add,1
@stock broke out an important resistance at @number @number with solid volume the trend is in favour of bulls,1
key levels confirming the expectation on @stock @stock bas @stock @stockhese and other set ups @stock @stock @stock @stock,1
@stock up @number premarket i wonder who just bought those shares off me at @number @number,1
@stock expecting a correction anytime now,-1
@user i don t know about @stock and @stock but i suspect mr ballmer won t make his numbers @stock,-1
@stock starting with a clean book making first buy of the yr entry @number @number stop @number @number,1
just a small dose of reality on @stock,-1
@stock nice breakout last week buyable here and add on pullbacks to @number @number stop set at @number @number,1
milwaukee s @stock to lay off @number employees in so mke branch,-1
coronavirus impact hoteliers stare at worst phase since @number financial crisis http,-1
added short @stock to portfolio,-1
@stock short @number @number bear flag working,-1
@stock needs to get over @number to be considered short term bullish again i m bearish,-1
@stock @user some landlords say only @number of retail tenants paid april rent http via @user,1
ed daily triangle on @stock scaling p,1
jet entry @number @number stop @number @number,1
@user @number stocks i ve been buying at @number with hopes for @number @stock @stock @stock @stock @stock @stock i diversified will i see @number this year,1
@stock breaking out right here ong,1
@stock nibbled a few short,-1
@stock @number minutes till europe closes we will see if buyers over there or sellers,1
sensex opens over @number points higher nifty starts day near @number @number http,1
@stock peeling some off here @number @number,1
since @user blog we ve found many @numberweekstight patterns @stock @stock @stock find others with his screen,1
@stock options trade for heplisav @stock approval decision,1
green weekly triangle on @stock second scaling,-1
